College Name,City,State,Country
MAR College of Engineering and Technology,Pudukkottai,Tamil Nadu,India
Lord Ayyappa Institute of Engineering and Technology,Walajabad,Tamil Nadu,India
Laljibhai Chaturbhai Institute of Technology,Bhandu,Gujarat,India
Lakshya Institute,Adampur,Uttar Pradesh,India
Koustuv School of Engineering,Bhubaneshwar,Odisha,India
KKC Institute of Technology and Engineering for Women,Parameswara Mangalam,Andhra Pradesh,India
Khader Memorial College of Engineering and Technology,Devarakonda,Telangana,India
Keystone Group of Institutions,Pilod,Rajasthan,India
Karur College of Engineering,Andankoil West,Tamil Nadu,India
Kanchi Pallavan Engineering College,Kolivakkam,Tamil Nadu,India
KS Jain Institute of Engineering and Technology,Pilkhuwa,Uttar Pradesh,India
Jayamatha Engineering College,Kanyakumari,Tamil Nadu,India
Jagadguru Dattatray College of Technology,Nawda Panth,Madhya Pradesh,India
Intellectual Engineering College,Anantapur,Andhra Pradesh,India
Imayam College of Engineering,Kannanur,Tamil Nadu,India
IAMR College of Engineering,Panchli Khurd,Uttar Pradesh,India
Holycross Engineering College,Tannuthu,Tamil Nadu,India
Hardayal Technical Campus,Mathura,Uttar Pradesh,India
Gurukula College of Engineering for Women,Bhubaneswar,Odisha,India
Gurindapalli Devanandam Mary Memorial College of Engineering and Technology for Women,Nandigama,Andhra Pradesh,India
Grandhi Varalakshmi Venkata Rao Institute of Technology,Tundurru,Andhra Pradesh,India
Gopal Krishna College of Engineering and Technology,Raniput,Odisha,India
Gokaran Narvadeshwar Institute of Technology and Management,Barabanki,Uttar Pradesh,India
Globus Engineering College,Bhopal,Madhya Pradesh,India
GGR College of Engineering,Vellore,Tamil Nadu,India
Gandhi Institute of Science and Technology,Bheja,Odisha,India
Ganesh Institute of Engineering and Technology,Bhubaneshwar,Odisha,India
Ganapathy Chettiar College of Engineering and Technology,Melakavanoor,Tamil Nadu,India
Excel College of Technology,Pallakapalayam,Tamil Nadu,India
Eshan College of Engineering,Mathura,Uttar Pradesh,India
ER and DCI Institute of Technology,Thiruvananthapuram,Kerala,India
ES Engineering College,Villupuram,Tamil Nadu,India
Dr Nagarathinam's College of Engineering,Kumarapalayam,Tamil Nadu,India
Dr ZH Institute of Technology and Management,Satauli,Uttar Pradesh,India
Dr Pauls Engineering College,Toruvai,Tamil Nadu,India
Dr GU Pope College of Engineering,Sayapuram,Tamil Nadu,India
CRV Institute of Technology and Science,Lalgadi Malakpet,Telangana,India
Cheran College of Engineering,Karur,Tamil Nadu,India
Chendhuran College of Engineering and Technology,Pudukkottai,Tamil Nadu,India
CBS College of Engineering and Management,Kuberpur,Uttar Pradesh,India
Cauvery College of Engineering and Technology,Kulumani,Tamil Nadu,India
Capital Engineering College,Chhatipur,Odisha,India
Sun Engineering College,Kolihapuri,Chhattisgarh,India
Bethlahem Institute of Engineering,Karungal,Tamil Nadu,India
Gurgaon College of Engineering for Women,Bhora Kalan,Haryana,India
Jind Institute of Engineering and Technology,Jind,Haryana,India
RN College of Engineering and Technology,Panipat,Haryana,India
Bhubaneswar College of Engineering,Ambhabil,Odisha,India
Rajarshi Rananjay Singh Institute of Management and Technology,Amethi,Uttar Pradesh,India
SJ College of Engineering and Technology,Bhandana,Rajasthan,India
Siddhivinayak College of Science and Higher Education,Alwar,Rajasthan,India
Shri Sai College of Engineering,Pardari,Maharashtra,India
Shri Shivaji Education Society's College of Engineering and Technology,Amravati,Maharashtra,India
Rayat-Bahra College of Engineering and Nano Technology for Women,Chagran,Punjab,India
Swami Sarvanand Institute of Engineering and Technology,Jhakhar Pindi,Punjab,India
St Joseph's College of Engineering and Technology,Thirukanurpatti,Tamil Nadu,India
Ramanadatirtha Engineering College,Nalgonda,Telangana,India
Ganapathy College of Engineering,Warangal,Telangana,India
Bansal Institute of Research Technology and Science,Bhopal,Madhya Pradesh,India
Shri Krishnaa College of Engineering and Technology,Mannadipet,Puducherry,India
DA Degree Engineering and Technology,Mahemdabad,Gujarat,India
Mangayarkarasi College of Engineering,Paravai,Tamil Nadu,India
Arjun College of Technology,Chettikkapalayam,Tamil Nadu,India
AVS College of Technology,Karumapuram,Tamil Nadu,India
Lourdes Mount College of Engineering and Technology,Mullangana Vilai,Tamil Nadu,India
St Anns Engineering College,Nayani Palli Rural,Andhra Pradesh,India
Avvaiyar College of Engineering and Technology For Women,Thiruvandarkoil,Puducherry,India
Sri Venkateshwaraa College of Enginering and Technology,Ariyur,Puducherry,India
Shivam Technical Campus,Arnia Mozpur,Uttar Pradesh,India
Surajmal College of Engineering and Management,Kichha,Uttarakhand,India
Mahaveer Institute of Technology and Science,Pali,Rajasthan,India
Jaya Institute of Technology,Kanchipadi,Tamil Nadu,India
The New Horizons Institute of Technology,Durgapur,West Bengal,India
Annie Institute of Technology and Research Centre,Thuniya Bhand,Madhya Pradesh,India
Sri Jayaram Institute of Engineering and Technology,Gummudipoondi,Tamil Nadu,India
Central Footwear Training Institute,Agra,Uttar Pradesh,India
Krishna College of Engineering,Mangawan,Madhya Pradesh,India
Lakshmi Narain College of Technology and Science,Gwalior,Madhya Pradesh,India
Naraini Group of Institutions,Chirao,Haryana,India
Sanjaybhai Rajguru College of Engineering,Rajkot,Gujarat,India
Smt Shantaben Haribhai Gajera Engineering College,Surat,Gujarat,India
Smt Dharini Anilkumar Shukla Education Campus,Mahemdabad,Gujarat,India
SD Shanti Niketan Institute of Engineering and Technology,Hisar,Haryana,India
Krishna Vidyapeeth of Management and Technology,Siwanirural,Haryana,India
Maharaja Agresen Institute of Technology,Kalu Jhanda,Himachal Pradesh,India
School of Computer Sciences,Kottayam,Kerala,India
Maharashtra Mudran Parishads Institute of Printing Technology and Research,Navi Mumbai,Maharashtra,India
Vaageswari College of Engineering,Ramakrishna Colony,Telangana,India
Shree Dev Bhoomi Institute of Education Science and Technology,Majhaun,Uttarakhand,India
ATMS Group of Institutions,Imtori,Uttar Pradesh,India
Siddhi Vinayak College of Science and Higher Education,Alwar,Rajasthan,India
Mahabir Engineering College,Ambala,Haryana,India
Vaageswari Engineering College,Ramakrishna Colony,Telangana,India
Shri Tirupati Tantra Niketan,Akola,Maharashtra,India
JSPM's Dr NP Hirani Institute of Polytechnic,Pusad,Maharashtra,India
Swami Vivekanand Institute of Technology,Solapur,Maharashtra,India
Smt Radhikatai Pandav Polytechnic,Nagpur,Maharashtra,India
Jowai Polytechnic,Jowai,Meghalaya,India
Women Polytechnic,Aizawl,Mizoram,India
Nagaland Tool Room and Training Centre,Dimapur,Nagaland,India
Ganapati Institute of Engineering and Technology,Cuttack,Odisha,India
Sushree Institute of Technical Education,Balangir,Odisha,India
Mayurbhanj School of Engineering,Baripada,Odisha,India
Gandhi Polytechnic,Berhampur,Odisha,India
Jharsuguda Engineering School,Jharsuguda,Odisha,India
RK Institute of Engineering and Technology,Cuttack,Odisha,India
Col DS Raju Polytechnic,Poduru,Andhra Pradesh,India
Leela Krishna Babuji Polytechnic,Ravulapalem,Andhra Pradesh,India
Smt B Seetha Polytechnic,Kumudavalli,Andhra Pradesh,India
Sri Jyothi Polytechnic,Kalavapamula,Andhra Pradesh,India
Government Polytechnic For Women,Srinagar,Jammu and Kashmir,India
Centre For Bioinformatics,Ranchi,Jharkhand,India
Cauvery Polytechnic,Gonikoppal,Karnataka,India
BGS Polytechnic,Chikkaballapura,Karnataka,India
Raibag Polytechnic,Raibag,Karnataka,India
BLDE Association's Shri Sanganabasav Mahaswamiji Polytechnic,Vijayapura,Karnataka,India
Anjuman Polytechnic,Hubli,Karnataka,India
Motichand Lengade Bharatesh Polytechnic,Shindoli,Karnataka,India
JSS Polytechnic For Women,Mysuru,Karnataka,India
Sahakari Vidya Kendra Polytechnic,Bengaluru,Karnataka,India
MVJ Polytechnic,Bengaluru,Karnataka,India
Shri Vasantrao Potdar Polytechnic,Belagavi,Karnataka,India
Government Polytechnic,Joida,Karnataka,India
Anjuman E Islam Polytechnic,Malasamudra,Karnataka,India
Vidyavardhaka Polytechnic,Mysore,Karnataka,India
Adichunchanagiri Polytechnic College,Central University of Karnataka,Karnataka,India
Swami Vivekanand Institute of Polytechnic,Latur,Maharashtra,India
Pimpri Chinchwad Polytechnic,Pimpri-Chinchwad,Maharashtra,India
Gramin Polytechnic Dharmapuri,Nanded-Waghala,Maharashtra,India
Dharampeth Education Society's Dharampeth Polytechnic,Nagpur,Maharashtra,India
SH Jondhale Polytechnic,Dombivli,Maharashtra,India
Shivaji Polytechnic College,Sangola,Maharashtra,India
PR Patil Education and Welfare Trust's Institute of Polytechnic and Technology,Amravati,Maharashtra,India
Vidyavardhini Institute of Technology,Pal,Maharashtra,India
Krushnaji Purushottam Chousalkar Yogeshwari Polytechnic,Ambajogai,Maharashtra,India
Gurukul Education Society Institute of Engineering and Technology,Phulenagar,Maharashtra,India
Anjuman I Islam's AR Kalsekar Polytechnic,Navi Mumbai,Maharashtra,India
Shivneri Polytechnic,Junnar,Maharashtra,India
Brahmdevdada Mane Polytechnic,Solapur,Maharashtra,India
Shree Sant Muktabai Institute of Technology,Jalgaon,Maharashtra,India
Dr AD Shinde Institute of Technology,Kolhapur,Maharashtra,India
Vidya Vikas Pratishthan Polytechnic,Dongaon,Maharashtra,India
Shiridi Sai Diploma in Engineering and Technology,Vizianagaram,Andhra Pradesh,India
Prabhu Kailash Polytechnic,Jamalpur,Bihar,India
Bharti College of Polytechnic,Durg,Chhattisgarh,India
Minimata Government Girls Polytechnic,Rajnandgaon,Chhattisgarh,India
Mansa Polytechnic,Bhilai,Chhattisgarh,India
Government Polytechnic,Panaji,Goa,India
Shree NM Gopani Polytechnic Institute,Kinara,Gujarat,India
CU Shah Technical Institute of Diploma Studies,Wadhwan,Gujarat,India
Amrut Institute,Junagadh,Gujarat,India
Shree Hari Polytechnic Institute,Nani Kadi Part,Gujarat,India
CU Shah Polytechnic,Surendranagar,Gujarat,India
Kilachand Devchand Polytechnic,Patan,Gujarat,India
Jashodaba Polytechnic Institute,Sujanpur,Gujarat,India
Bhavnagar Polytechnic Institute,Mokhadka,Gujarat,India
FD Mubin Institute of Engineering and Technology,Bahiyal,Gujarat,India
Jayvantrai Harrai Desai Polytechnic,Surat,Gujarat,India
Sigma Institute of Technology and Engineering,Timbi,Gujarat,India
NG Patel Polytechnic,Isroli,Gujarat,India
RL Institute of Nautical Sciences,Madurai,Tamil Nadu,India
Southern Academy of Maritime Studies,Chennai,Tamil Nadu,India
Oxford Polytechnic,Hubli,Karnataka,India
Jain Polytechnic,Belagavi,Karnataka,India
Government Polytechnic,Betageri,Karnataka,India
Sri Krishna Polytechnic,Bengaluru,Karnataka,India
MES Polytechnic,Madhugiri,Karnataka,India
Bharath Polytechnic College,Koothampoondi,Tamil Nadu,India
Voice of God Polytechnic College,Tottamudayampatti,Tamil Nadu,India
Ammaiappar Polytechnic College,Kallupatti,Tamil Nadu,India
Sree Krishna Polytechnic College,Elanthaiyadi,Tamil Nadu,India
Apollo Polytechnic College,Sethupet,Tamil Nadu,India
Aishwarya Polytechnic College,Paruvachi,Tamil Nadu,India
AKY Polytechnic College,Vallavankottai,Tamil Nadu,India
Arasu Polytechnic College,Kallappuliyur,Tamil Nadu,India
Ratnapuri Institute of Technology College of Polytechnic,Chintalcheru,Telangana,India
Sankar Polytechnic College,Thalaiyuthu,Tamil Nadu,India
Kongu Hi Tek Polytechnic College,Aravakurichi,Tamil Nadu,India
Arulmurugan Polytechnic College,Thennilai,Tamil Nadu,India
Morning Star Polytechnic College,Nagercoil,Tamil Nadu,India
Periyar Centenary Polytechnic College,Vallam,Tamil Nadu,India
Suguna Polytechnic College,Coimbatore,Tamil Nadu,India
SSM Polytechnic College,Komarapalayam,Tamil Nadu,India
PSB Polytechnic College,Kelambakkam,Tamil Nadu,India
Sivakasi Institute of Printing Technology,Anaikuttam,Tamil Nadu,India
Rane Polytechnic Technical Campus,Melapachchakudi,Tamil Nadu,India
Rudhraveni Muthuswamy Polytechnic College,Kannamanaickanur,Tamil Nadu,India
College Name,City,State,Country
Thanthai Roever Institute of Polytechnic College,Perambalur,Tamil Nadu,India
Srinivasa Polytechnic College,Keeranur,Tamil Nadu,India
Shanmugha Polytechnic College,Tirumalaisamudram,Tamil Nadu,India
SA Polytechnic College,Chennai,Tamil Nadu,India
Dr Kalam Polytechnic College,Avanam,Tamil Nadu,India
Vigneshwara Polytechnic College,Allapakkam,Tamil Nadu,India
Eit Polytechnic College,Erode,Tamil Nadu,India
Nadar Mahajana Sangam Kamaraj Polytechnic College,Pazhavilai,Tamil Nadu,India
Sankara Polytechnic College,Coimbatore,Tamil Nadu,India
Dr MGR Polytechnic College,Erumbedu,Tamil Nadu,India
SCAD Polytechnic College,Tirunelveli,Tamil Nadu,India
Mahamaya Institute of Medical and Technical Science,Tileijhar,Odisha,India
Government Polytechnic,Kendrapara,Odisha,India
Government Polytechnic,Rengali,Odisha,India
Jhadeswar Institute of Engineering and Technology,Uparsankia,Odisha,India
DRIEMS Polytechnic,Cuttack,Odisha,India
Hi Tech Institute of Information and Technology,Koraput,Odisha,India
Aryan Institute of Engineering and Technology Polytechnic,Cuttack,Odisha,India
Government Polytechnic,Bardol,Odisha,India
Sri Manakula Vinayagar Polytechnic College,Pondicherry,Puducherry,India
Guru Nanak Polytechnic,Kathar,Punjab,India
Arham Veerayatan Polytechnic Institute,Kutch,Gujarat,India
Hindu Institute of Technology,Sonipat,Haryana,India
Seth Jai Parkash Polytechnic,Damla,Haryana,India
BCM Polytechnic,Bakhtawarpur Alias Rayya,Haryana,India
CDL Government Polytechnic,Nathusari Chopta,Haryana,India
Modish Institute of Polytechnic,Ghira,Haryana,India
GVN Polytechnic College,Palwal,Haryana,India
JKP Polytechnic,Sonipat,Haryana,India
BITS College of Polytechnic,Bhiwani,Haryana,India
Central Tool Room,Ludhiana,Punjab,India
Government Polytechnic College,Samalsar,Punjab,India
Global Polytechnic College,Bathinda,Punjab,India
Government Polytechnic College for Girls,Patiala,Punjab,India
Patiala Polytechnic College,Rakhra,Punjab,India
Sidana Polytechnic College,Kotla Doom,Punjab,India
Guru Teg Bahadur Khalsa Polytechnic College,Malout,Punjab,India
Hi Tech Polytechnic College,Bathinda,Punjab,India
MES RN Shetty Polytechnic,Sirsi,Karnataka,India
KLE Society's Polytechnic,Mahalingapur,Karnataka,India
Dr GS Melkote Rural Polytechnic,Koppal,Karnataka,India
Government Polytechnic,Siddapur,Karnataka,India
Reddyjana Sangha Polytechnic,Bengaluru,Karnataka,India
Gomatesh Polytechnic,Belagavi,Karnataka,India
Shri Shivaji Shikshan Prasarak Mandal's Polytechnic,Solapur,Maharashtra,India
Katgara Polytechnic Institute,Bordi,Maharashtra,India
KP Patil Institute of Technology,Kolhapur,Maharashtra,India
Renaissance Polytechnic,Chandrapur,Maharashtra,India
MDA Institute of Polytechnic,Kolpa,Maharashtra,India
Women's Polytechnic,Agartala,Tripura,India
Maa Buddha National Institute of Engineering and Technology,Dhuripur,Uttar Pradesh,India
Bharat Polytechnic College,Kurukshetra,Haryana,India
Dev Polytechnic College,Ambala Sadar,Haryana,India
Jai Polytechnic,Barara,Haryana,India
DSR College of Polytechnic,Baheri,Uttar Pradesh,India
Government Polytechnic,Barabanki,Uttar Pradesh,India
Excel Polytechnic College,Namakkal,Tamil Nadu,India
St Joseph Polytechnic College,Coimbatore,Tamil Nadu,India
Sri Muthalamman Polytechnic College,Paramakudi,Tamil Nadu,India
Government Polytechnic,Mainpuri,Uttar Pradesh,India
Shivam Institute of Science and Technology,Mathura,Uttar Pradesh,India
Sai Meer College of Polytechnic,Chhibramau,Uttar Pradesh,India
Jawahar Lal Nehru Polytechnic,Mahmudabad,Uttar Pradesh,India
Government Girls Polytechnic,Allahabad,Uttar Pradesh,India
The Surabi College of Polytechnic,Siluvampatty,Tamil Nadu,India
Paavai Polytechnic College,Ananthakrishnarayasamudram,Tamil Nadu,India
Chandy Polytechnic College,Thoothukudi,Tamil Nadu,India
Adhiparasakthi Polytechnic College,Melmaruvathur,Tamil Nadu,India
PSV Polytechnic College,Elathagiri,Tamil Nadu,India
SVS Polytechnic College,Kunnamalai,Tamil Nadu,India
KL Nagaswamy Memorial Polytechnic College,Madurai,Tamil Nadu,India
Sir ISSAC Newton Polytechnic College,Nagapattinam,Tamil Nadu,India
Sri Rajiv Gandhi Polytechnic College,Thenmugam Vellode,Tamil Nadu,India
Institute of Road Transport Polytechnic College,Elathagiri,Tamil Nadu,India
Jaya Polytechnic College,Thiruninravur,Tamil Nadu,India
NV Polytechnic College,Pethappampatti,Tamil Nadu,India
Erode Kongu College of Polytechnic,Erode,Tamil Nadu,India
ADJ Dharmambal Polytechnic College,Nagapattinam,Tamil Nadu,India
Pattukkottai Polytechnic College,Pattukkottai,Tamil Nadu,India
Sakthi Polytechnic College,Sakthi Nagar,Tamil Nadu,India
